question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What is (are) autosomal dominant partial epilepsy with auditory features ?,0000094-1,information,"Autosomal dominant partial epilepsy with auditory features (ADPEAF) is an uncommon form of epilepsy that runs in families. This disorder causes seizures usually characterized by sound-related (auditory) symptoms such as buzzing, humming, or ringing. Some people experience more complex sounds during a seizure, such as specific voices or music, or changes in the volume of sounds. Some people with ADPEAF suddenly become unable to understand language before losing consciousness during a seizure. This inability to understand speech is known as receptive aphasia. Less commonly, seizures may cause visual hallucinations, a disturbance in the sense of smell, a feeling of dizziness or spinning (vertigo), or other symptoms affecting the senses.  Seizures associated with ADPEAF usually begin in adolescence or young adulthood. They may be triggered by specific sounds, such as a ringing telephone or speech, but in most cases the seizures do not have any recognized triggers. In most affected people, seizures are infrequent and effectively controlled with medication.  Most people with ADPEAF have seizures described as simple partial seizures, which do not cause a loss of consciousness. These seizures are thought to begin in a part of the brain called the lateral temporal lobe. In some people, seizure activity may spread from the lateral temporal lobe to affect other regions of the brain. If seizure activity spreads to affect the entire brain, it causes a loss of consciousness, muscle stiffening, and rhythmic jerking. Episodes that begin as partial seizures and spread throughout the brain are known as secondarily generalized seizures.",autosomal dominant partial epilepsy with auditory features,0000094,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-partial-epilepsy-with-auditory-features,C1838062,T047,Disorders
How many people are affected by autosomal dominant partial epilepsy with auditory features ?,0000094-2,frequency,"This condition appears to be uncommon, although its prevalence is unknown.",autosomal dominant partial epilepsy with auditory features,0000094,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-partial-epilepsy-with-auditory-features,C1838062,T047,Disorders
What are the genetic changes related to autosomal dominant partial epilepsy with auditory features ?,0000094-3,genetic changes,"Mutations in the LGI1 gene cause ADPEAF. This gene provides instructions for making a protein called Lgi1 or epitempin, which is found primarily in nerve cells (neurons) in the brain. Although researchers have proposed several functions for this protein, its precise role in the brain remains uncertain.  Mutations in the LGI1 gene likely disrupt the function of epitempin. It is unclear how the altered protein leads to seizure activity in the brain.  LGI1 mutations have been identified in about half of all families diagnosed with ADPEAF. In the remaining families, the cause of the condition is unknown. Researchers are searching for other genetic changes that may underlie the condition.",autosomal dominant partial epilepsy with auditory features,0000094,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-partial-epilepsy-with-auditory-features,C1838062,T047,Disorders
Is autosomal dominant partial epilepsy with auditory features inherited ?,0000094-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered LGI1 gene in each cell is sufficient to raise the risk of developing epilepsy. About two-thirds of people who inherit a mutation in this gene will develop seizures. In most cases, an affected person has one affected parent and other relatives with the condition.",autosomal dominant partial epilepsy with auditory features,0000094,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-partial-epilepsy-with-auditory-features,C1838062,T047,Disorders
What are the treatments for autosomal dominant partial epilepsy with auditory features ?,0000094-5,treatment,"These resources address the diagnosis or management of ADPEAF:  - Gene Review: Gene Review: Autosomal Dominant Partial Epilepsy with Auditory Features  - Genetic Testing Registry: Epilepsy, lateral temporal lobe, autosomal dominant  - MedlinePlus Encyclopedia: Partial (Focal) Seizure  - MedlinePlus Encyclopedia: Seizures   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",autosomal dominant partial epilepsy with auditory features,0000094,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-partial-epilepsy-with-auditory-features,C1838062,T047,Disorders
What is (are) autosomal dominant vitreoretinochoroidopathy ?,0000095-1,information,"Autosomal dominant vitreoretinochoroidopathy (ADVIRC) is a disorder that affects several parts of the eyes, including the clear gel that fills the eye (the vitreous), the light-sensitive tissue that lines the back of the eye (the retina), and the network of blood vessels within the retina (the choroid). The eye abnormalities in ADVIRC can lead to varying degrees of vision impairment, from mild reduction to complete loss, although some people with the condition have normal vision.  The signs and symptoms of ADVIRC vary, even among members of the same family. Many affected individuals have microcornea, in which the clear front covering of the eye (cornea) is small and abnormally curved. The area behind the cornea can also be abnormally small, which is described as a shallow anterior chamber. Individuals with ADVIRC can develop increased pressure in the eyes (glaucoma) or clouding of the lens of the eye (cataract). In addition, some people have breakdown (degeneration) of the vitreous or the choroid.  A characteristic feature of ADVIRC, visible with a special eye exam, is a circular band of excess coloring (hyperpigmentation) in the retina. This feature can help physicians diagnose the disorder. Affected individuals may also have white spots on the retina.",autosomal dominant vitreoretinochoroidopathy,0000095,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-vitreoretinochoroidopathy,C1860406,T047,Disorders
How many people are affected by autosomal dominant vitreoretinochoroidopathy ?,0000095-2,frequency,ADVIRC is considered a rare disease. Its prevalence is unknown.,autosomal dominant vitreoretinochoroidopathy,0000095,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-vitreoretinochoroidopathy,C1860406,T047,Disorders
What are the genetic changes related to autosomal dominant vitreoretinochoroidopathy ?,0000095-3,genetic changes,"ADVIRC is caused by mutations in the BEST1 gene. The protein produced from this gene, called bestrophin-1, is thought to play a critical role in normal vision. Bestrophin-1 is found in a thin layer of cells at the back of the eye called the retinal pigment epithelium. This cell layer supports and nourishes the retina and is involved in growth and development of the eye, maintenance of the retina, and the normal function of specialized cells called photoreceptors that detect light and color. In the retinal pigment epithelium, bestrophin-1 functions as a channel that transports charged chlorine atoms (chloride ions) across the cell membrane.  Mutations in the BEST1 gene alter how the gene's instructions are used to make bestrophin-1, which leads to production of versions of the protein that are missing certain segments or have extra segments. It is not clear how these versions of bestrophin affect chloride ion transport or lead to the eye abnormalities characteristic of ADVIRC. Researchers suspect that the abnormalities are related to defects in the retinal pigment epithelium or the photoreceptors.",autosomal dominant vitreoretinochoroidopathy,0000095,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-vitreoretinochoroidopathy,C1860406,T047,Disorders
Is autosomal dominant vitreoretinochoroidopathy inherited ?,0000095-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition.",autosomal dominant vitreoretinochoroidopathy,0000095,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-vitreoretinochoroidopathy,C1860406,T047,Disorders
What are the treatments for autosomal dominant vitreoretinochoroidopathy ?,0000095-5,treatment,These resources address the diagnosis or management of autosomal dominant vitreoretinochoroidopathy:  - American Foundation for the Blind: Living with Vision Loss  - Genetic Testing Registry: Vitreoretinochoroidopathy dominant   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,autosomal dominant vitreoretinochoroidopathy,0000095,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-vitreoretinochoroidopathy,C1860406,T047,Disorders
